Date,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,1.09,2.49,3.91,5.23,5.84,7.91,7.93,6.7,7.31,6.7,7.93,6.7,6.71,7.81,7.32,7.3,7.93,6.7,7.93,6.7,7.93,9.14,9.14,9.14,8.54,6.7,8.52,7.32,8.52,6.71,7.3,6.7,7.2,6.7,7.31,7.32,7.3,7.91,7.3,6.05,5.47,4.72,2.62,0.91,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1.16,2.26,4.22,6.02,7.8,7.3,7.31,6.09,6.71,6.09,6.8,6.7,6.72,6.7,6.69,6.71,6.7,6.1,6.7,6.7,7.3,5.98,7.3,6.69,7.3,6.71,6.7,5.48,6.7,7.32,5.47,6.7,7.31,7.3,7.91,6.7,7.3,8.52,5.48,7.17,7.08,5.27,3.12,1.35,0.3,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
03,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,1.41,3.34,6.08,6.26,8.19,7.91,6.7,6.1,7.31,7.32,6.6,6.71,7.3,6.7,6.7,8.54,7.3,6.1,6.09,5.49,7.3,7.3,7.93,6.7,6.71,6.09,7.32,6.7,6.71,7.31,7.32,6.59,7.93,7.92,7.93,6.19,7.32,5.48,6.7,6.55,5.88,4.61,3.62,1.13,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.8,2.31,4.98,7.43,5.45,6.09,6.09,6.1,6.7,7.32,6.09,6.71,7.31,7.31,7.91,6.09,6.09,6.7,6.59,5.48,6.7,6.1,6.8,6.09,6.59,7.92,6.7,7.31,6.7,7.31,6.69,7.31,6.7,6.1,6.7,6.1,6.7,7.31,7.92,6.41,4.8,5.02,2.89,1.42,0.27,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.15,1.38,2.86,5.85,6.12,6.38,7.91,7.93,6.7,6.7,6.7,7.3,6.09,6.7,6.09,7.91,5.47,7.93,7.3,8.53,6.09,8.53,7.3,6.68,7.91,6.09,7.3,8.42,9.14,6.69,7.92,6.09,8.52,7.3,6.7,6.7,7.91,7.3,7.31,6.7,7.78,6.91,5.3,3.35,1.84,0.2,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.14,1.43,3.19,5.52,5.35,5.41,6.7,6.71,6.7,7.31,6.7,7.32,6.7,6.7,7.22,6.09,7.31,6.7,7.93,9.14,9.14,6.7,6.7,6.7,6.61,7.3,6.09,6.09,7.31,7.3,7.31,6.59,6.7,7.31,6.71,7.3,7.31,8.54,5.48,7.31,6.61,5.94,5.92,4.52,2.04,0.38,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.09,0.76,3.23,5.49,5.48,6.52,6.69,7.91,7.29,7.32,7.91,6.7,7.92,6.09,7.3,7.91,7.31,7.31,5.47,7.91,6.7,7.91,7.22,5.38,8.53,7.31,7.91,6.7,7.93,7.91,6.7,7.3,7.91,6.09,5.48,7.3,8.53,7.91,7.31,7.92,6.87,4.98,5.14,3.38,1.71,0.38,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.01,2.63,4.95,5.13,6.48,7.9,6.69,8.51,7.31,8.41,6.7,7.31,6.09,6.1,7.92,7.31,7.92,7.3,6.7,7.3,6.7,6.09,5.48,7.3,6.09,6.09,6.7,6.08,6.69,5.48,6,6.7,7.92,6.7,6.7,7.91,6.09,6.7,6.7,5.74,6.1,5.17,3.48,1.91,0.38,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.1,1.06,2.6,4.9,5.86,7.27,7.31,6.09,6.09,5.8,7.3,7.32,7.3,6.7,7.92,7.32,5.98,6.1,6.09,7.32,6.09,6.7,6.7,7.31,6.7,5.48,7.3,6.71,6.7,6.1,6.7,6.7,7.31,7.3,7.92,7.91,6.71,6.7,6.59,7.3,6.65,6.55,4.87,3.43,1.54,0.4,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.13,0.51,1.17,1.73,2.76,3.16,4.49,6.7,7.32,5.96,5.36,6.7,6.69,6.53,4,4.07,6.14,7.32,6.09,7.31,7.63,5.28,3.14,1.13,0.84,4.42,6.09,7.91,7.93,7.3,7.93,7.3,7.93,7.3,7.32,7.92,7.3,7.93,6.09,6.02,5.87,6.04,3.74,3.05,1.09,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
