Date,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.17,0.76,0.58,1.88,2.72,3.27,5.27,4.78,8.47,6.69,7.92,7.3,7.31,7.91,7.91,6.7,7.31,7.3,7.3,5.47,8.52,7.3,7.92,6.08,7.92,7.29,7.91,7.3,7.2,6.7,8.52,6.7,7.91,7.91,8.52,7.3,6.7,7.3,7.91,7.3,7.31,6.7,6.7,7.3,6.1,7.76,5.62,3.66,1.61,0.17,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0
02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0.44,1.05,1.8,3,5.55,7.28,8.53,6.69,6.08,7.91,8.52,7.3,7.91,7.91,7.91,6.7,7.3,7.91,7.31,7.92,7.91,6.7,6.69,7.3,7.3,8.53,7.3,7.32,7.91,7.91,6.69,6.7,8.41,7.91,7.91,6.2,6.7,7.3,8.52,7.3,8.52,7.3,7.91,7.91,6.7,6.95,5.61,3.23,2.7,0.64,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
03,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0.63,2.05,3.35,5.58,6.7,7.91,7.93,7.92,7.93,7.3,7.32,7.3,6.71,7.91,7.41,7.3,7.31,7.91,6.6,6.7,7.32,7.91,7.93,7.31,7.3,7.92,7.3,7.3,7.92,6.7,7.92,6.69,6.71,8.52,6.7,6.7,7.32,8.52,9.14,9.14,8.43,7.3,7.31,6.66,5.33,3.75,2.11,0.97,0.48,0.28,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.8,2.05,3.05,5.61,7.83,7.91,8.52,6.09,7.3,8.52,7.3,7.3,7.31,7.3,6.7,7.91,7.92,6.7,7.3,6.69,6.61,5.58,6.7,7.83,7.91,6.09,6.69,7.3,7.91,7.32,7.31,7.3,6.69,7.91,6.7,6.7,7.92,7.91,7.3,6.7,7.9,7.3,6.7,7.7,7.81,6.96,6.9,2.64,0.68,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.13,0.83,2.34,3.75,6.04,6.67,7.3,6.1,7.91,9.13,7.81,7.32,8.52,7.91,7.3,7.3,7.91,6.09,7.91,6.09,7.91,7.3,6.09,7.91,7.92,7.91,8.52,6.71,7.3,7.3,7.21,6.69,7.91,7.92,8.52,7.3,7.3,7.91,7.92,7.3,7.91,8.53,7.91,7.89,7.64,5.23,3.37,2.96,1.95,0.79,0.08,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.69,2.01,3.5,5,7.05,7.32,7.91,7.93,7.91,7.32,7.31,7.31,7.3,7.92,7.83,7.91,5.49,7.92,7.33,7.92,8.53,7.91,7.32,6.09,7.31,7.3,7.94,6.7,8.52,7.32,7.3,7.92,8.53,7.3,7.22,7.31,7.31,8.52,9.14,9.14,7.92,7.92,7.91,6.71,6.7,7.92,6.88,4.7,2.92,0.88,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.9,1.05,1.56,4.33,6.36,8.37,7.33,6.7,6.7,9.14,7.91,7.92,7.3,7.32,7.3,7.3,7.3,7.31,6.59,6.7,6.7,7.3,7.3,6.09,8.53,6.69,8.53,6.69,7.31,6.7,7.31,6.09,7.16,7.88,6.72,7.6,7.3,7.22,7.91,7.31,7.91,7.93,6.6,6.43,6.23,5.72,3.34,2.11,1.13,0.86,0.05,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0
08,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,1.12,2.02,3.11,4.45,5.05,8.52,6.09,7.92,7.3,6.7,7.91,7.3,6.7,7.3,6.7,8.54,6.09,6.7,7.91,7.91,7.31,7.3,6.09,7.3,7.31,7.91,7.31,7.3,6.09,7.3,6.09,6.8,7.3,7.31,7.91,7.32,7.3,7.31,6.7,7.82,7.91,7.3,7.92,6.68,7.31,6.03,4.06,2.98,1.37,0.2,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0
09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1.05,2.34,2.86,4.73,7.45,8.51,7.29,7.92,6.69,7.3,7.91,7.2,7.4,7.31,7.3,7.91,7.91,6.68,6.7,7.3,6.71,7.91,8.52,7.92,7.9,7.3,7.29,6.69,7.91,7.3,7.29,7.32,7.29,7.92,6.69,7.3,7.3,6.69,7.3,6.7,6.7,7.29,7.3,6.7,7.52,3.09,1.05,1.59,1.1,0.06,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0
10,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0.2,1.27,2.41,2.93,4.52,5.89,9.14,7.91,7.92,7.3,7.31,7.8,7.91,6.7,6.7,6.09,8.52,7.93,7.3,7.31,7.3,6.7,6.59,7.91,5.48,7.3,7.91,6.69,6.7,7.91,7.3,9.04,6.08,6.71,7.3,6.09,7.3,7.3,6.09,6.69,7.91,7.92,7.31,5.47,7.05,6.75,4.11,2.75,1.61,0.84,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.69,3.05,5.8,5.13,5.83,7.31,7.31,7.31,6.67,7.92,7.31,8.53,6.7,7.31,7.91,7.92,8.42,7.31,7.92,6.08,7.92,8.53,7.91,7.31,9.13,7.92,8.52,6.7,9.13,6.09,7.3,7.3,7.31,7.9,9.13,9.14,6.67,8.42,6.11,6.69,7.91,8.53,7.31,8.52,6.69,8.41,5.23,3.42,1.81,1.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1.13,2.02,3.84,6.28,7.86,7.92,7.92,6.7,7.31,7.81,8.53,7.3,7.33,8.52,6.11,7.31,7.92,7.92,7.3,7.83,7.31,7.92,7.3,7.92,5.48,7.92,7.3,7.31,6.7,7.33,7.92,6.7,6.7,7.92,6.47,3.28,3.61,4.94,4.22,3.91,5.03,5.7,7.16,6.7,7.52,4.78,5.45,3.33,2.67,1.02,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1.64,3.02,5.84,5.28,8.22,6.69,7.3,7.33,7.3,7.91,8.52,7.92,8.52,8.53,6.69,7.31,6.69,8.52,7.31,7.91,6.09,7.3,8.53,7.2,8.52,7.92,7.28,7.31,6.8,6.08,8.53,7.91,7.31,6.7,9.13,6.09,7.91,7.31,7.91,7.91,6.69,8.53,6.69,7.31,7.8,5.84,6.23,2.42,1.67,0.8,0.09,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.48,1.11,2.17,4.3,6.83,7.91,7.91,7.3,7.91,7.91,7.3,6.7,8.53,9.12,8.53,8.52,6.69,6.72,8.52,6.69,7.3,6.69,6.69,7.91,7.81,9.13,6.69,7.91,6.08,5.48,7.3,8.52,7.91,7.31,6.69,7.91,7.3,7.3,7.91,8.53,6.08,7.92,4.78,4.75,6.2,7.19,7.27,3.09,1.72,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.28,3.84,4.88,6.5,8.52,7.31,7.31,7.92,7.91,6.7,6.7,7.92,6.09,8.53,7.33,8,7.31,6.08,6.08,6.91,6.69,7.31,7.31,8.64,7.91,7.92,7.3,6.08,8.53,5.38,6.09,7.31,7.31,9.13,6.09,7.92,7.92,9.13,9.13,7.3,6.69,6.7,5.45,7.53,6.72,6.72,5.82,1.39,0.52,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,2.97,4.75,6.27,7.91,6.7,7.91,7.3,7.3,6.69,6.7,6.7,7.91,7.31,7.92,7.2,7.92,6.7,6.7,7.92,7.31,7.31,7.92,7.91,5.48,7.31,7.92,8.53,6.7,7.91,8.55,6.09,9.14,6.7,7.92,5.39,7.92,7.92,7.3,6.72,8.53,6.7,7.31,6.7,8.52,6.75,5.38,3.73,2.95,1.31,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.95,2.11,4.67,7.23,8.53,7.31,7.92,6.7,8.52,7.92,7.3,7.31,6.7,7.91,7.91,1.22,7.31,7.3,6.7,7.2,6.09,7.31,7.31,7.91,6.09,7.33,7.91,8.53,6.69,6.7,6.69,8.53,7.91,7.31,6.7,7.31,9.12,9.13,9.15,6.77,8.53,8.52,7.3,7.53,4.55,3.19,2.52,1.38,0.73,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.52,1.91,3.64,4.63,7.05,8.41,7.81,6.7,7.91,6.7,7.3,6.09,6.7,7.31,7.3,6.7,6.7,6.69,7.31,6.69,7.3,9.14,9.13,9.14,7.91,6.7,7.92,7.92,7.2,6.7,7.31,7.3,6.08,8.53,7.91,7.92,7.92,8.52,7.31,7.3,6.69,6.69,6.69,7.92,6.55,3.06,4.8,2.88,1.98,1.14,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,1.97,2.75,4.27,8.22,8.53,8.52,6.7,6.58,8.52,7.31,7.3,7.92,7.3,8.44,6.08,6.7,7.31,7.2,7.91,7.92,7.91,8.53,6.69,6.7,7.3,7.31,7.31,7.3,7.3,8.53,6.69,6.72,7.3,7.92,8.41,7.31,7.91,7.14,7.31,6.69,6.09,7.3,6.11,4.61,0.97,0,0,0.2,0.38,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
