Date,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
01,0.26,0.01,0.13,0.13,0.01,0.12,0.13,0.01,0.26,0.01,0.01,0.26,0.01,0.13,0.12,0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.26,-0.01,0.01,0.26,0.01,0.13,0.13,0.01,0.13,0.13,-0.01,0.26,0.01,0.01,0.26,3.76,70.51,0.01,87.38,36.26,226.26,158.26,181.88,46.51,248.89,146.77,148.83,100.33,252.14,186.39,163.28,270.75,214.03,260.06,228.34,143.26,177.63,100.76,64.76,53.26,106.38,106.52,40.51,0.62,0.76,0.63,0.38,0.13,0.01,0.13,0.13,0.13,-0.01,18.26,154.38,221.7,293.39,265.83,249.73,241.56,285.45,235,133.52,207.93,183.58,222.06,218.27,156.64,76.33,19.76,43.04,38.3,5.79,0.01
02,0.13,0.13,-0.01,0.13,0.13,0.13,63.51,128.76,61.13,2.51,0.63,0.13,0.01,0.13,0.13,0.01,0.12,0.13,0.13,0.01,0.13,0.13,0.01,0.13,0.12,0.01,0.26,0.01,0.01,0.26,0.01,0.13,0.12,0.01,0.13,56.63,0.13,0.13,0.01,97.13,47.51,42.26,247.77,135.52,98.26,10.26,142.39,199.77,149.95,191.82,171.14,227.72,156.57,246.51,191.58,244.72,218.78,98.64,208.64,134.82,188.28,121.14,94.88,106.01,72.88,0.76,0.63,0.49,0.75,0.13,0.13,0.13,0,0.13,0.13,39.13,234.89,268.81,289.25,273.31,214.06,232.92,258.89,265.66,302.41,197.86,268.55,188.63,49.89,11.33,1.26,1.01,0.26,-0.01,0.26,0.01
03,0.01,0.26,0.01,0.26,0.01,-0.01,0.26,0.01,0.01,0.26,0.01,0.13,0.13,-0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.24,0.01,0.13,0.13,0.01,0.26,0.01,-0.01,0.26,0.01,0.13,0.13,0.01,0.12,0.13,0.01,0.26,0.01,0.13,0.13,-0.01,0.13,0.13,67.63,230.02,82.2,13.95,70.88,177.57,147.82,126.51,116.9,32.63,70.13,166.26,214.14,109.01,12.88,101.63,1.13,0.76,0.24,0.01,0.13,0.13,0.01,0.26,0,-0.01,0.25,0.01,0,0.25,0,0,24.13,230.89,260.64,295.72,242.84,307.23,189,156.77,111.89,21.13,0.63,0.63,66.88,0.13,0.01,0.26,0.01,0.13,0.12,0.01,0.13
04,0.13,0.01,0.13,0.13,0.01,0.24,0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.24,0.01,0.01,0.26,0.01,0.13,0.13,-0.01,0.13,0.13,0.01,0.26,0.01,0.01,0.24,0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.24,0.01,0.01,0.26,0.01,0.01,0.26,-0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.24,0.01,0.13,0.13,0.01,0.26,0.01,0.01,0.24,0.01,0.01,0.26,0.01,28.13,95.88,12.38,0.13,0.13,0.13,0.12,0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.12,0.13,0.13,0.13,0.01,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,62.13,255.08,204.14,165.82
05,180.76,60.76,1.26,0.13,0.26,0.01,0.13,0.13,0.01,0.12,0.13,0.01,0.26,0.01,0.13,0.13,-0.01,0.13,0.13,0.01,0.13,0.13,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.13,0.12,0.13,0.13,0.01,0.13,0.13,0.01,0.13,63.13,60.51,167.13,193.89,162.95,92.76,214.33,190.64,191.2,229.45,163.83,190.07,190.45,191.51,219.7,118.21,190.21,93,151.34,151.01,242.2,206.58,138.76,234.82,150.58,101.26,129.76,24.88,1.25,1.01,0.63,0.38,0,0.13,0.11,0,0.25,219.26,266,300.67,302.72,270.86,224.11,284.94,305.72,174.89,220.06,290.27,144.98,309.16,247.88,83.45,1.88,1.26,1.13,0.13
06,0.01,0.13,0.13,0.01,0.24,0.01,0.01,0.26,0.01,0.13,0.13,-0.01,0.13,0.13,0.01,0.26,0.01,0.01,0.26,-0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.24,0.01,0.01,0.26,0.01,0.01,0.26,-0.01,0.01,0.26,0.01,0.13,0.13,0.01,6.38,105.51,152.26,167.64,221.27,159.45,212.26,163.52,199.02,92.89,128.08,202.07,159.88,242.07,193.09,212.13,229.66,103.95,68.38,238.33,251.83,225.91,180.83,248.77,149.57,160.26,116.13,81.01,8.88,1.01,1.13,0.63,0.76,-0.01,0.13,0.13,12.88,277.84,283.61,280.58,231.08,312.77,224.34,251.22,215.2,244.3,260.77,206.04,171.28,125.44,226.01,213.26,41.63,13.76,110.63,97.5
07,7.75,0.75,0.25,0,0.24,0,0,0.25,0,0,0.25,0,-0.01,0.25,0,0.13,0.13,0,0.13,0.13,-0.01,0.25,0,0,0.25,0,0,0.25,-0.01,0,0.25,0,0,0.25,0,-0.01,0.25,0,0,0.25,0,65.63,148.26,193.95,233.33,131.07,156.57,238.95,190.95,189.95,188.95,155.65,196.13,203.82,209.14,228.64,140.95,200.33,104.33,140.52,208.45,153.01,185.26,251.26,203.72,139.01,107.76,35.26,1.26,1.26,0.74,0.63,0.25,0,0.13,0.13,0.13,261.9,276.91,292.22,247.45,275,262,250.89,211.06,263.55,103.22,165.7,199.31,151.05,194.7,180.08,120.77,25.57,1.26,0.76
08,0.49,0.13,0.13,0.01,0.13,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,0.13,0.01,0.13,0.12,0.01,0.13,0.13,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.13,0.13,-0.01,0.26,0.01,0.13,0.13,0.01,80.63,1.01,0.13,7.49,119.4,150.82,159.88,159.13,170.88,149.01,249.95,206.26,178.33,141.44,233.7,225.95,189.24,270.87,153.16,176.89,88.13,92.51,119.26,224.76,138.44,189.52,216.95,254.33,181.34,85.38,1.13,1.24,1.26,1.13,0.01,0.13,0.13,0.01,0.13,13.88,280.87,260.81,234.86,289.41,220.23,276.97,233.34,272.39,248.08,265.53,195.11,211.58,246.81,124.83,60.08,150.08,77.27,9.26,0.63
09,0.74,0.51,0.13,0.13,0.01,0.13,0.13,0.01,0.24,0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.26,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.13,0.13,-0.01,0.13,49.51,22.38,0.01,0.13,0.13,0.01,41.76,95.13,139.76,207.89,158.58,80.7,132.7,144.14,51.51,231.27,108.7,132.51,228.66,212.2,169.45,163.95,225.45,205.73,198.83,170.64,210.08,270.3,184.59,193.45,181.07,214.95,30.51,3.13,11.51,1.13,1.26,0.38,0.01,0.26,-0.01,0,47.88,258.68,281.03,277.09,294.55,200.81,266.11,282.64,234.52,180.77,254.09,249.08,248.64,145.81,55.66,231.33,245.78,134.76,8.38,1.26
10,1.24,0.88,0.13,0.01,0.13,0.13,0.01,0.13,0.13,-0.01,0.13,0.13,0.13,0.13,0.01,0.13,0.12,0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.26,-0.01,0.01,0.26,0.01,0.13,0.13,0.01,0.12,0.13,0.01,0.26,0.01,0.01,0.26,0.01,-0.01,0.26,0.01,117.14,191.58,37.2,8.01,101.63,163.13,162.26,128.88,114.27,88.01,72.76,106.01,146.26,139.26,96.13,106.13,99.51,132.76,122.51,25.01,1.26,1.26,1.13,0.01,0.13,0.11,0.01,0.13,0.13,0.01,0.13,0.13,15.63,188.64,298.63,306.83,261.44,304.22,253.69,108.25,122.7,95.33,1.26,1.13,0.63,0.51,0.01,0.12,0.13,0.01,0.13,0.13,0.13
