Date,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
01,0.26,0.01,0.26,-0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.24,0.01,0.01,0.26,0.01,0.13,0.13,-0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.13,0.12,0.01,0.13,0.13,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.13,0.13,0.12,0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.13,0.13,-0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.26,-0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.26,-0.01,0.13,0.13,0.01,0.26,0.01,0.01,0.26,-0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.01
02,0.26,-0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.13,0.12,0.01,0.26,0.01,0.01,0.26,0.01,0.13,0.12,0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.13,0.12,0.01,0.13,0.13,0.13,0.01,0.13,0.13,-0.01,0.13,0.13,0.01,0.13,0.13,14.01,102.63,154.07,198.2,187.2,162.39,229.08,204.77,171.83,236.89,150.45,216.09,166.58,231.2,182.89,174.08,149.95,156.95,100.63,184.82,149.52,215.83,167.33,224.59,140.51,41.26,1.13,0.99,0.63,0,0.25,0,0.13,0.13,0,0.13,185.39,290.92,216.45,266.53,270.63,273.78,302.23,188.39,134.22,182.23,239.05,125.67,108.94,216.08,238.27,78.33,4.32,1.26,0.51,0.01
03,0.13,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.26,0.01,-0.01,0.26,0.01,0.01,0.26,0.01,0.13,0.13,-0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.24,0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,40.13,104.26,183.32,170.7,213.45,111.39,243.33,159.52,199.58,213.72,138.2,237.95,147.01,198.7,224.14,97.14,173.13,124.01,156.38,159.01,153.45,170.82,189.52,164.63,230.26,125.51,26.63,1.25,1.25,0.75,0.24,0.13,0.13,0.13,0.13,4.5,197.76,291.33,257.66,263.88,250.03,304.52,236.7,303.95,202.17,108.84,65.52,63.8,105.59,215.41,195.45,120.33,20.89,0.51,0.01,0.13
04,0.12,0.01,0.26,0.01,0.01,0.26,0.01,0.13,0.12,0.01,0.13,0.13,0.13,0.01,0.13,0.13,-0.01,0.13,0.13,0.13,0.13,0.01,0.13,0.12,0.01,0.26,0.01,0.01,0.26,0.01,0.13,0.12,0.01,0.13,0.13,0.01,0.13,0.13,0.12,0.01,62.01,81.88,206.32,149.27,217.28,93.89,269.7,151.52,234.26,189.45,180.83,238.83,121.64,240.64,191.95,92.95,200.57,122.97,147.45,198.57,180.45,160.89,210.95,181.77,46.26,130.13,70.76,5.01,0.76,0.63,0.63,0.26,0.13,0.11,0.13,0,139.26,307.02,258.87,285.64,214.34,272.69,258.67,250.27,198.34,234.27,257,183.6,173.89,234.73,245.27,78.86,25.45,2.51,1.01,0.26
05,0.12,0.01,0.13,0.13,0.13,0.01,0.13,0.13,0.12,0.01,0.13,0.13,0.13,0.01,0.13,0.12,0.01,0.26,0.01,0.01,0.26,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.13,0.12,0.13,0.01,0.13,0.13,0.01,0.26,-0.01,0.01,0.26,0.01,34.63,105.63,146.26,204.08,227.39,92.2,203.83,199.03,197.64,233.58,142.89,237.02,209.33,175.26,233.95,155.02,157.63,172.95,142.09,177.83,238.95,193.5,208.33,253.02,149.45,14.51,1.26,1.26,1.13,0.37,0.01,0.13,0.13,0.01,0.13,0.13,170.45,310.42,262.22,249.69,241.8,332.56,196.89,248.25,285.45,175.3,252.06,121.68,179.12,247.8,64.08,,,,,
06,0,0.13,0.13,0.01,0.13,0.13,-0.01,0.26,0.01,120.83,83.45,12.89,0.26,0.01,0.13,0.13,0.01,0.13,0.12,0.01,0.26,0.01,0.01,0.26,0.01,0.01,0.24,73.38,84.13,195.02,153.2,237.27,118.27,214.77,215.08,181.57,245.57,148.14,242.7,203.27,169.45,223.03,171.45,158.14,158.51,127.26,121.13,232.82,193.2,204.77,122.51,235.51,215.13,88.77,4.86,1,1.25,1.25,0.38,0.13,0.13,0.13,0,86.13,254.5,253.83,237.45,311.17,249.47,256.83,310.33,259.41,165.27,212.5,253.06,169.53,199.95,201.09,237.22,115.56,21,1.26,0.76,,,,,,,,,,,,,
07,0.38,0.01,0.13,0.13,-0.01,0.13,0.13,0.13,0.01,0.13,0.13,0.13,-0.01,0.13,0.13,0.13,0.01,0.13,0.13,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.26,-0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.13,0.12,0.01,0.13,0.13,0.01,0.13,0.13,0.13,143.88,183.95,70.32,28.88,95.88,136.95,187.7,147.51,166.51,53.88,56.63,178.01,233.26,179.13,120.2,119.13,1.26,1.26,0.63,0.76,0.26,0.01,0.13,0.13,0.12,0.01,0.13,0.13,0.13,0.01,0.13,0.12,0.01,58.01,165.13,190.81,219.3,291.14,298.97,248.03,167.98,215.27,150.16,52.27,17.02,11.45,0.62,0.38,0.01,0.26,0.01,0.01,0.26
08,0.01,0.24,0.01,0.01,0.26,0.01,0.01,0.26,-0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.24,0.01,0.13,0.13,0.01,0.13,0.13,0.01,0.12,0.13,0.13,0.01,0.13,0.13,0.13,-0.01,0.13,0.13,0.13,0.01,0.13,0.13,-0.01,0.13,0.13,0.01,0.26,0.01,69.76,215.83,48.7,8.64,113.38,94.13,236.13,165.76,97.51,94.51,21.5,216.95,248.33,52.83,16.83,16.47,14.89,0.87,0.13,0.13,0.13,0,0.13,0.13,0.11,0.13,0,0.13,0.13,0,0.25,-0.01,3.26,248.47,249.27,182.09,306.16,202.48,182.98,255.64,131.14,28.83,19.95,20.33,7.58,0.01,0.01,0.26,0.01,0.01,0.26,-0.01,0.13
09,0,0.13,0.13,0.01,0.13,0.12,0.01,0.26,0.01,0.01,0.26,0.01,-0.01,0.26,0.01,0.13,0.13,0.01,0.26,-0.01,0.01,0.26,0.01,0.01,0.26,0.01,0.12,0.13,0.01,0.13,0.13,0.01,0.13,0.12,0.13,6.7,7.82,0.13,0.01,113.51,51.51,14.26,190.88,205.95,219.58,123.63,133.01,143.77,211.02,200.23,206.45,247.33,216.2,238.2,236.7,44.08,198.82,81.47,154.45,173.33,259.08,188.7,192.45,157.38,219.76,119.63,3.26,1.26,1.26,0.88,10.89,12.57,16.27,8.2,0.13,0.13,148.88,273.06,164.83,297.61,282.14,69.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.63,0.38,0.13,0,0.25,0,0,0.24,0,0,0.25,0,0.25,0,0,0.25,-0.01,0,0.25,0,0,0.25,0,0.13,0.11,0,0.13,0.13,0,0.13,0.13,0.13,-0.01,0.13,0.13,0.01,0.13,0.13,0,0.13,38.38,128.26,189.45,186.95,195.39,129.45,186.26,211.83,173.51,229.51,170.33,202.83,205.47,198.77,259.45,82.01,181.2,127.7,157.89,200.33,210.23,215.02,242.53,192.39,129.64,149.51,23.63,1.13,1.26,1.26,0.26,0.13,0.13,0.01,0.24,0.01,78.45,233.95,298.5,256.94,257.64,192.64,241.48,297.06,241.98,250.7,240.02,196.81,204.45,224.48,211.64,143.7,41.76,1.38,1.26,0.76
