Date,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
01,20.5,20.5,21,21,21,21,21,21,20.5,20.5,20,20.5,20.5,21,20,20.5,21,20.5,20,21,21,21,21,20.5,20,21,18.5,20,20.5,31,65.5,72.5,71,84.5,90.5,88.5,86.5,78.5,87,88,83,84,82.5,79.5,89,89.5,88.5,92.5,93.5,95,93.5,95,95.5,83,52,39,45,38.5,27.5,25.5,22,21.5,21,21,21,21.5,21,22,21.5,21,21.5,21.5,21,22.5,22.5,22,22.5,21,21,21,21.5,22,24.5,22,21,21,21,21.5,22,22,21.5,22.5,22.5,22,21.5,22
02,21.5,20,20.5,21,20,20,20.5,20,20.5,20.5,21,20.5,20.5,20,21,20.5,21,23.5,35,47,51,52.5,89,114.5,116.5,117.5,110,113.5,110,114,119.5,134,138.5,139,136.5,137,155,157,151.5,144,142,147.5,148.5,146.5,158,151,155.5,154,154,160,158,155,155.5,152.5,145,140,137,133.5,125.5,125,124.5,128.5,124.5,122,120.5,122,124,116.5,110,92.5,81,69,65.5,63,61,59,52,49,46,45,45,41,39.5,34.5,33.5,31.5,31,30.5,30.5,29.5,30,29.5,27.5,27.5,27,27.5
03,26,26,25.5,26,25.5,25.5,25.5,25.5,25.5,25,26,25,25,25.5,25,26,25,25.5,34,47,55.5,82.5,117.5,114.5,105,125,116.5,116.5,114.5,114.5,116.5,114.5,123.5,151,140,138,140.5,143.5,148,144.5,142,139.5,137,141.5,147.5,145,152.5,156,145.5,152,148.5,151,145,145,143.5,147.5,142,139,129,134,131.5,129,127.5,129,125,128,127.5,117,117.5,112,107.5,97,77.5,56.5,46.5,37.5,34,32,31.5,26.5,25.5,25.5,25.5,24,23.5,23,23.5,22.5,23.5,23,24,23,23.5,24,23.5,23
04,22,21.5,21.5,22,22,22,22,21.5,22,21,21.5,21.5,22,21.5,22,26,26,28,39,49.5,52.5,65.5,93.5,113,112.5,109,110,108.5,113.5,124.5,132,129.5,127,133.5,137,136,134,136.5,137.5,133,135,134,137.5,145.5,142.5,147,155,148.5,150,155,151,151.5,140.5,148.5,139.5,137.5,138.5,131,126.5,132.5,131,138,135,134.5,136,134,136,131,128.5,121,107,101,91,80.5,69.5,63,56.5,50,50.5,46,32.5,31,29.5,29,30,29,29.5,28.5,29.5,29.5,28,26,23.5,24,23.5,24
05,22.5,23,22,22,23,22,22,22.5,22,22,22.5,22,22,22,22,22,23,23.5,33,47.5,52,76.5,104,109.5,113.5,107,115,114.5,120,119.5,121.5,119,123,119.5,127,128.5,124,132,126.5,129.5,130.5,125,123,124.5,142,149,150,152.5,156,161,163,163.5,157,158,160.5,151.5,146,140,143,142.5,140.5,126.5,120.5,119.5,119,124,128.5,123,116,108.5,102,97,88,80,74.5,55.5,54.5,49,48.5,43.5,43,43,52.5,42.5,33,32,31.5,30.5,30,30,30.5,29.5,24,23,23,23
06,22.5,22.5,22.5,21.5,22,22.5,22,23,22,22,25.5,22.5,22.5,22.5,22.5,21.5,21.5,22,36,46,46.5,86.5,104,105.5,109,105,110,108,112,115.5,115,118,122.5,128.5,122.5,126.5,126,131,128.5,131.5,130,157.5,155,148,151,157.5,166,162,166.5,173.5,174,165,162.5,165.5,145.5,152,144,140.5,139.5,135,143.5,142,143,139.5,144.5,146,146,146.5,148,141,136.5,126,118.5,102.5,91.5,83.5,74.5,61.5,59.5,58,52.5,49.5,50,46,40,36.5,31.5,31.5,30,29,29.5,29,29,27.5,27,21.5
07,22,20.5,20.5,20.5,21,20,20,20,20,20.5,20.5,21,20,21,21,20.5,20,20.5,20,20.5,20.5,21,21.5,23,30,30.5,29.5,45.5,57.5,66,62.5,63.5,69,69.5,73,68,69,68.5,66.5,63,66.5,75,69.5,62,64,64.5,61,56,57.5,50.5,52,50.5,58,69,66,66,60.5,59.5,59,57.5,42.5,33,33,33,29,26,25,23.5,23.5,22.5,19,19,20,21,21,21,20.5,21,21,21,21,21,20.5,20.5,21,20.5,20.5,20.5,21,20.5,20.5,20,20.5,20.5,20,20.5
08,21.5,20.5,18.5,19,19,19,19,19.5,19.5,19,18.5,19.5,19,18.5,19.5,18.5,19,19,20,19.5,18.5,19,19,26,29.5,30,28.5,29,28.5,29,30.5,43.5,45,48.5,50.5,49.5,50.5,50.5,49.5,48.5,49,48,50,50,48.5,49.5,49.5,50,49,53,54,53,56,56,57,47,28.5,22.5,22.5,21.5,21.5,22,22.5,22.5,23.5,24,24,23.5,22.5,23,23,21.5,23.5,24.5,23,22.5,22,22,21,22,22,22,21.5,22.5,22,22,21.5,21.5,21.5,21.5,21.5,22,22.5,21.5,21.5,21
09,0,22,21.5,22,22,22.5,22,21.5,21.5,22,22.5,23.5,22.5,23,22.5,23,22.5,27.5,38,52.5,50.5,77.5,124.5,141,159.5,163,160,160.5,155.5,156.5,161.5,160.5,168.5,166.5,159.5,163,168.5,183.5,187,172,181,182,180,181.5,171.5,177.5,179.5,182.5,181,185,185.5,177,180.5,164,162,164,158,140,136.5,133,129.5,128.5,128,120.5,129,140,141,148,136.5,126.5,110.5,101.5,94,88,82,77,73,69.5,64,48,37,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22.5,23,23,23,24,22.5,22.5,22.5,23,21.5,23,22,22.5,22.5,22.5,23,23,25.5,41,46.5,51.5,57.5,103.5,123,117,122.5,120.5,129,130,140.5,132.5,136.5,137.5,141.5,150,152.5,156,153,163,181,169.5,161.5,166,168.5,163,177.5,166,173.5,166.5,176.5,182.5,176.5,171.5,159.5,159,166,152.5,147.5,139.5,151,150,145,135.5,139.5,146.5,140,146.5,143.5,143.5,127,111,103.5,102,97.5,85.5,74,58,53,49,45,36.5,35.5,35,35,35,35,33,30.5,31,28,23.5,23,23.5,23.5,23.5,22.5
11,22.5,22.5,22.5,22.5,23,22,23,22.5,23,22,22,22,22,22.5,22.5,23,22,24.5,45.5,55,58,76.5,98.5,117,112.5,115,113.5,115.5,116.5,121,122,132,134.5,132,150,145,138.5,145.5,143.5,145.5,149.5,144.5,138,140,156.5,162,159.5,161,159.5,168,163.5,157.5,144.5,149.5,152.5,142,150.5,149.5,146,142,135,146,140.5,140.5,139.5,145,153,136,136,111,104.5,100.5,91,85.5,76,70,63,58.5,55.5,52.5,52.5,50,46.5,44,32.5,31.5,31.5,30,28.5,24,23,22.5,22.5,23,23.5,22.5
12,22,22.5,22,22.5,23,22.5,23,19.5,22.5,22,15,22.5,22,22.5,22,22.5,22.5,23.5,41.5,49.5,54,70.5,106.5,103.5,102.5,109.5,107,112,130,124.5,122.5,124,127,127.5,127,129,125.5,140.5,135.5,142,144.5,149,142.5,140,157.5,150.5,154.5,165,170,165.5,166,163.5,162,145,146,147,147.5,149,144.5,152,149,141.5,144.5,143,139,136.5,134,133,128.5,119,108.5,93.5,76,70.5,62,55.5,54.5,51,42,41.5,38.5,33.5,32,27,26.5,26.5,26,26.5,26.5,27,27,26,26.5,26.5,27,26
13,26,26,25.5,26.5,26,27,25.5,26,26,25.5,26,25.5,26,26,26,25.5,27,28.5,43.5,50.5,64,85,109,114,115,118,118,115.5,124.5,125,116,120,120,124,134,129,135.5,139.5,147,144,141.5,150.5,147,148,149,150,144,155,159.5,168,165,162.5,152.5,153.5,155.5,141,143,143,139,142.5,134,133.5,138,132.5,132.5,135,132.5,124.5,104.5,101.5,94,95.5,79.5,82,78,67,60,51,47,41.5,42,39.5,37.5,36,36.5,36.5,32,30,29.5,28.5,29.5,29,26.5,28,27,27
14,26.5,25.5,27,27,26,26.5,25.5,25,27,26,26,26.5,26,26.5,25.5,26,29,26.5,29.5,29,33,33,32.5,33,35.5,34.5,36.5,42.5,53.5,53.5,57.5,59.5,61,59.5,59.5,59.5,58,57,53,54.5,56.5,57,60.5,66,69.5,58.5,57,58.5,55,53.5,52,50.5,51.5,51,52.5,52.5,53.5,49,47,42.5,42.5,42,41,41.5,38,36.5,35.5,35,35,36,36,34,33.5,32.5,32.5,30.5,23.5,24,23,23,23.5,23.5,23,23.5,22.5,22,22.5,22.5,22.5,23,23.5,22.5,23,22.5,23,22.5
15,23,23,23.5,22.5,22.5,23,22.5,22.5,22.5,23,23,23,23,22.5,22.5,22.5,22,23,22.5,22.5,22.5,22.5,23.5,22.5,21,21.5,21,20.5,25,28,28,29,32.5,30.5,31,30.5,31,40,40,40,40.5,40.5,40.5,41.5,37,30.5,29,30,31.5,30.5,31,34,33,31.5,31.5,31,32,31.5,31.5,35,38,37.5,34.5,30,30.5,30,29.5,29.5,29.5,30.5,32,31,31,30.5,30.5,30.5,31.5,29,24.5,24,23.5,24,24,24,24.5,25.5,24,23.5,23.5,23.5,23.5,23.5,24,23.5,24,23.5
16,23,23.5,23,23,23,23,23,23.5,23.5,24,23,23.5,22.5,23,24,23,24,31.5,44.5,49.5,50,79,109,112,117.5,113,113,123.5,117.5,121.5,125,121,127,129.5,129,133.5,159,152.5,148.5,150,154.5,147,154,153.5,159.5,160.5,161,157,169,165.5,164,159.5,155.5,167.5,159,144.5,148,153.5,145,143.5,142.5,141,143,139.5,146,144.5,142,134.5,127.5,122,99.5,80,67.5,64,62,56,53.5,51.5,48,42.5,40.5,36.5,33.5,34,34,33,33,30.5,30,30,31,30.5,29,24,24,23.5
17,23.5,22.5,22.5,23,23,23.5,22.5,22,22.5,22.5,22,22.5,22.5,22.5,25,23,22.5,25,39,48,48.5,85,115,114.5,114.5,121.5,128.5,125.5,118,123,126,123,127.5,123.5,136,140,133.5,147,139.5,139,157,156,159,157,159.5,148.5,157.5,164.5,171,170,169.5,164.5,156,145.5,147,153.5,144,147,150.5,142.5,155,149.5,147,142,140.5,143.5,133,133,126.5,102.5,98,95.5,91.5,84.5,69,62,59.5,56,49.5,47,47,44,34,27.5,25,25,25,25.5,25,25,25,25.5,25,25.5,25,25
